identifier_client,quantity,book_price,portfolio_name,position_date,curve_name
US92890HAD44,755000.0,79.48,USIG02,2025-05-27,USD_SWAP
US418056AU19,692000.0,84.1,USIG02,2025-05-27,USD_SWAP
US89566EAH18,400000.0,78.48,USIG02,2025-05-27,USD_SWAP
US84756NAE94,708000.0,94.86,USIG02,2025-05-27,USD_SWAP
US460690BQ26,711000.0,90.32,USIG02,2025-05-27,USD_SWAP
US71531QAB77,130000.0,80.95,USIG02,2025-05-27,USD_SWAP
US31959XAF06,70000.0,95.47,USIG02,2025-05-27,USD_SWAP
US202712BX27,45000.0,96.5,USIG02,2025-05-27,USD_SWAP
US25179MAL72,1900000.0,89.18,USIG02,2025-05-27,USD_SWAP
US14314CAA36,740000.0,94.21,USIG02,2025-05-27,USD_SWAP
US412822AE80,593000.0,78.29,USIG02,2025-05-27,USD_SWAP
US21987BAU26,1427000.0,81.55,USIG02,2025-05-27,USD_SWAP
US00452AAA88,140000.0,99.96,USIG02,2025-05-27,USD_SWAP
US29273RAR03,1475000.0,100.6,USIG02,2025-05-27,USD_SWAP
US21987BAX64,2005000.0,76.5,USIG02,2025-05-27,USD_SWAP
US31503AAA25,439329.0,95.5,USIG02,2025-05-27,USD_SWAP
US78516FAC32,695000.0,81.56,USIG02,2025-05-27,USD_SWAP
US75102XAE67,1010000.0,97.42,USIG02,2025-05-27,USD_SWAP
US126650CZ11,11424000.0,85.23,USIG02,2025-05-27,USD_SWAP
US292480AJ92,790000.0,83.27,USIG02,2025-05-27,USD_SWAP
US03938LAS34,686000.0,103.12,USIG02,2025-05-27,USD_SWAP
US07274NBF96,1327000.0,75.36,USIG02,2025-05-27,USD_SWAP
US623115AE21,865000.0,65.47,USIG02,2025-05-27,USD_SWAP
US72650RBH49,969000.0,82.18,USIG02,2025-05-27,USD_SWAP
