portfolio_name,position_date,identifier_client,book_price,quantity,curve_name
USIG,2025-04-30,US291011BS25,61.52,896657.69,USD_SWAP
USIG,2025-04-30,US539830BD07,78.63,1282217.32,USD_SWAP
USIG,2025-04-30,US548661DV65,93.05,615057.23,USD_SWAP
USIG,2025-04-30,US58013MEK62,91.8,563586.09,USD_SWAP
USIG,2025-04-30,US86564UAA88,73.03,242429.3,USD_SWAP
USIG,2025-04-30,US02364WAP05,104.01,667045.11,USD_SWAP
USIG,2025-04-30,US875127AV48,105.96,522601.01,USD_SWAP
USIG,2025-04-30,US78409VAQ77,69.26,641406.56,USD_SWAP
USIG,2025-04-30,US149123CJ87,69.15,1257030.55,USD_SWAP
USIG,2025-04-30,US717081DT70,100.07,777348.25,USD_SWAP
USIG,2025-04-30,US92343VBG86,79.26,899598.67,USD_SWAP
USIG,2025-04-30,US29379VAM54,118.69,808501.19,USD_SWAP
USIG,2025-04-30,US875127AW21,103.79,319563.49,USD_SWAP
USIG,2025-04-30,US929089AF72,91.29,535505.68,USD_SWAP
USIG,2025-04-30,US23338VAE65,76.99,590565.41,USD_SWAP
USIG,2025-04-30,US69351UAW36,65.5,377093.47,USD_SWAP
USIG,2025-04-30,US231021AQ97,92.72,916464.74,USD_SWAP
USIG,2025-04-30,US571676AQ86,56.62,378130.58,USD_SWAP
USIG,2025-04-30,US797440BK95,103.85,451549.72,USD_SWAP
USIG,2025-04-30,US29365TAD63,96.82,294662.02,USD_SWAP
USIG,2025-04-30,US350930AH62,101.58,2006541.24,USD_SWAP
USIG,2025-04-30,US341081GE16,62.93,1261254.44,USD_SWAP
USIG,2025-04-30,US341081FE25,95.09,456574.45,USD_SWAP
USIG,2025-04-30,US907818EK00,71.83,231933.14,USD_SWAP
USIG,2025-04-30,US695114CD86,100.26,927917.77,USD_SWAP
USIG,2025-04-30,US427866BB38,67.51,474715.23,USD_SWAP
USIG,2025-04-30,US039483BH46,81.7,632321.94,USD_SWAP
USIG,2025-04-30,US760759AK65,106.99,579525.5,USD_SWAP
USIG,2025-04-30,US035240AG57,93.19,2100229.86,USD_SWAP
USIG,2025-04-30,US76720AAG13,83.19,1129580.46,USD_SWAP
USIG,2025-04-30,US00440EAQ08,83.36,662389.36,USD_SWAP
USIG,2025-04-30,US437076CK64,60.92,918378.52,USD_SWAP
USIG,2025-04-30,US049560AL95,83.41,693396.91,USD_SWAP
USIG,2025-04-30,US03523TBF49,126.84,2393880.38,USD_SWAP
USIG,2025-04-30,US26442CAM64,84.72,901372.99,USD_SWAP
USIG,2025-04-30,US24668PAE79,101.38,681779.04,USD_SWAP
USIG,2025-04-30,US744448CA74,107.97,240868.78,USD_SWAP
USIG,2025-04-30,US437076BA91,84.39,1281079.43,USD_SWAP
USIG,2025-04-30,US459200HF10,81.64,1418071.83,USD_SWAP
USIG,2025-04-30,US57636QAL86,75.66,1131418.19,USD_SWAP
USIG,2025-04-30,US911312AR75,76.98,595380.72,USD_SWAP
USIG,2025-04-30,US149123CF65,69.45,1052965.94,USD_SWAP
USIG,2025-04-30,US21685WCJ45,96.6,2378047.67,USD_SWAP
USIG,2025-04-30,US713448DD75,87.46,1283350.92,USD_SWAP
USIG,2025-04-30,US341081FL67,81.95,702945.02,USD_SWAP
USIG,2025-04-30,US84265VAA35,112.75,1666047.48,USD_SWAP
USIG,2025-04-30,US651639AM86,106.89,1309114.04,USD_SWAP
USIG,2025-04-30,US039482AC84,60.2,686655.44,USD_SWAP
USIG,2025-04-30,US708696BV09,105.08,427225.34,USD_SWAP
USIG,2025-04-30,US666807BD31,94.07,297603.7,USD_SWAP
USIG,2025-04-30,US539830BQ10,62.27,785343.28,USD_SWAP
USIG,2025-04-30,US375558BT99,62.16,1522570.92,USD_SWAP
USIG,2025-04-30,US09659DAB29,73.04,298839.1,USD_SWAP
USIG,2025-04-30,US00913RAE62,74.03,893157.25,USD_SWAP
USIG,2025-04-30,US785592AZ90,101.79,860535.83,USD_SWAP
USIG,2025-04-30,US12565WAC55,71.69,737116.82,USD_SWAP
USIG,2025-04-30,US38141GZN77,74.54,2235596.71,USD_SWAP
USIG,2025-04-30,US384802AC87,77.7,543650.67,USD_SWAP
USIG,2025-04-30,US06406YAB83,99.91,537274.37,USD_SWAP
USIG,2025-04-30,US88032WBB19,78.18,883803.12,USD_SWAP
USIG,2025-04-30,US713448EM65,71.62,590963.74,USD_SWAP
USIG,2025-04-30,US16876BAB80,59.24,101726.96,USD_SWAP
USIG,2025-04-30,US91324PCA84,81.08,842703.29,USD_SWAP
USIG,2025-04-30,US49177JAM45,95.59,1186321.34,USD_SWAP
USIG,2025-04-30,US16876HAB50,57.74,602691.74,USD_SWAP
USIG,2025-04-30,US057224AZ09,94.97,1724575.6,USD_SWAP
USIG,2025-04-30,US882484AC28,54.8,357370.79,USD_SWAP
USIG,2025-04-30,US278865AM26,99.99,622729.77,USD_SWAP
USIG,2025-04-30,US58933YBF16,61.05,1873502.09,USD_SWAP
USIG,2025-04-30,US668103AC89,59.28,264067.85,USD_SWAP
USIG,2025-04-30,US882508BM50,60.32,457717.31,USD_SWAP
USIG,2025-04-30,US427866AW83,72.48,457075.41,USD_SWAP
USIG,2025-04-30,US98389BAH33,105.48,500053.19,USD_SWAP
USIG,2025-04-30,US67777JAK43,66.04,106479.51,USD_SWAP
USIG,2025-04-30,US29157TAE64,64.97,477545.12,USD_SWAP
USIG,2025-04-30,US209111FA63,101.37,501651.13,USD_SWAP
USIG,2025-04-30,US713448DV73,81.27,657195.89,USD_SWAP
USIG,2025-04-30,US055451AR98,83.48,1266059.19,USD_SWAP
USIG,2025-04-30,US25468PDN33,67.14,573312.24,USD_SWAP
USIG,2025-04-30,US144141CY20,106.79,653978.86,USD_SWAP
USIG,2025-04-30,US797440BJ23,104.17,335521.38,USD_SWAP
USIG,2025-04-30,US87938WAV54,89.93,706438.45,USD_SWAP
USIG,2025-04-30,US26882PBE16,112.79,1486910.86,USD_SWAP
USIG,2025-04-30,US744448CG45,76.82,538974.31,USD_SWAP
USIG,2025-04-30,US260003AG33,109.32,462211.79,USD_SWAP
USIG,2025-04-30,US92976GAJ04,109.19,2436986.77,USD_SWAP
USIG,2025-04-30,US594918BE30,81.57,675508.97,USD_SWAP
USIG,2025-04-30,US641423BZ08,97.92,400968.01,USD_SWAP
USIG,2025-04-30,US586054AA68,93.81,271875.19,USD_SWAP
USIG,2025-04-30,US50077LAX47,89.39,457477.49,USD_SWAP
USIG,2025-04-30,US491674BG15,94.73,1171356.33,USD_SWAP
USIG,2025-04-30,US05571ABA25,103.51,2268605.83,USD_SWAP
USIG,2025-04-30,US244199BK00,77.32,1152912.5,USD_SWAP
USIG,2025-04-30,US30251BAC28,111.06,448037.24,USD_SWAP
USIG,2025-04-30,US575718AJ03,66.51,353583.08,USD_SWAP
USIG,2025-04-30,US13034VAB09,85.46,458278.94,USD_SWAP
USIG,2025-04-30,US166756AT36,105.88,240249.34,USD_SWAP
USIG,2025-04-30,US68233JAH77,96.31,594544.36,USD_SWAP
USIG,2025-04-30,US914886AE62,62.53,354353.29,USD_SWAP
USIG,2025-04-30,US12189LAK70,86.58,970045.37,USD_SWAP
USIG,2025-04-30,US717081FA61,60.95,1054229.28,USD_SWAP
USIG,2025-04-30,US58013MEN02,78.35,672867.52,USD_SWAP
USIG,2025-04-30,US166764CA68,66.92,1066490.28,USD_SWAP
USIG,2025-04-30,US438516CA21,62.53,855390.14,USD_SWAP
USIG,2025-04-30,US571903BU68,97.92,1724373.38,USD_SWAP
USIG,2025-04-30,US50066AAD54,109.32,510440.37,USD_SWAP
USIG,2025-04-30,US05526DBD66,87.38,3236499.31,USD_SWAP
USIG,2025-04-30,US737679DC18,123.88,424545.51,USD_SWAP
USIG,2025-04-30,US039483BE15,88.59,440308.93,USD_SWAP
USIG,2025-04-30,US512807AW84,63.8,805998.78,USD_SWAP
USIG,2025-04-30,US58013MER16,76.83,691552.89,USD_SWAP
USIG,2025-04-30,US254687FM36,62.13,1995012.12,USD_SWAP
USIG,2025-04-30,US46625HJB78,101.16,2815359.34,USD_SWAP
USIG,2025-04-30,US26442TAH05,61.42,507060.09,USD_SWAP
USIG,2025-04-30,US74456QCD60,60.86,385451.41,USD_SWAP
USIG,2025-04-30,US57636QAK04,80.7,610129.51,USD_SWAP
USIG,2025-04-30,US74340XBQ34,51.92,390338.52,USD_SWAP
USIG,2025-04-30,US760759AW04,66.89,517262.72,USD_SWAP
USIG,2025-04-30,US48126BAA17,99.09,1898578.71,USD_SWAP
USIG,2025-04-30,US125896BU39,93.11,801878.32,USD_SWAP
USIG,2025-04-30,US20030NAY76,109.8,453089.18,USD_SWAP
USIG,2025-04-30,US594918CB81,90.58,938523.03,USD_SWAP
USIG,2025-04-30,US023135BU94,57.52,1547133.37,USD_SWAP
USIG,2025-04-30,US049560AK13,99.98,513893.22,USD_SWAP
USIG,2025-04-30,US038222AP03,61.91,703772.52,USD_SWAP
USIG,2025-04-30,US80414L2E48,85.64,3877287.16,USD_SWAP
USIG,2025-04-30,US91481CAD20,56.29,251216.96,USD_SWAP
USIG,2025-04-30,US219023AC21,108.83,473115.43,USD_SWAP
USIG,2025-04-30,US665772CS69,59.18,428199.6,USD_SWAP
USIG,2025-04-30,US743315AQ62,77.68,398482.63,USD_SWAP
USIG,2025-04-30,US79466LAL80,63.97,1954792.27,USD_SWAP
USIG,2025-04-30,US009158BA32,62.78,937297.21,USD_SWAP
USIG,2025-04-30,US505861AC85,112.14,767990.22,USD_SWAP
USIG,2025-04-30,US896517AA70,72.95,364208.63,USD_SWAP
USIG,2025-04-30,US25468PCR55,83.84,767733.84,USD_SWAP
USIG,2025-04-30,US85771PAL67,81.41,1032911.68,USD_SWAP
USIG,2025-04-30,US74456QBB14,79.59,436257.86,USD_SWAP
USIG,2025-04-30,US69351UAS24,83.58,450881.01,USD_SWAP
USIG,2025-04-30,US82937AAB98,108.97,72687.04,USD_SWAP
USIG,2025-04-30,US046353AZ13,65.63,808911.09,USD_SWAP
USIG,2025-04-30,US822582AT91,77.59,693179.78,USD_SWAP
USIG,2025-04-30,US037833EL06,60.1,1336145.79,USD_SWAP
USIG,2025-04-30,US58933YAJ47,83.99,1629343.54,USD_SWAP
USIG,2025-04-30,US842400FC28,98.15,465505.78,USD_SWAP
USIG,2025-04-30,US632525CF64,100.45,2108455.84,USD_SWAP
USIG,2025-04-30,US58933YAT29,77.73,2359629.21,USD_SWAP
USIG,2025-04-30,US039483BC58,103.39,344033.97,USD_SWAP
USIG,2025-04-30,US235851AV47,59.54,907610.7,USD_SWAP
USIG,2025-04-30,US037833CH12,85.28,1253018.32,USD_SWAP
USIG,2025-04-30,US863667AZ46,64.37,536401.51,USD_SWAP
USIG,2025-04-30,US82620KAM53,71.72,1150562.99,USD_SWAP
USIG,2025-04-30,US377372AJ68,84.63,782610.78,USD_SWAP
USIG,2025-04-30,US209111EY58,99.32,744118.55,USD_SWAP
USIG,2025-04-30,US00206RKD34,70.78,731490.41,USD_SWAP
USIG,2025-04-30,US826418BE49,109.82,274290.17,USD_SWAP
USIG,2025-04-30,US341081FH55,79.65,544448.47,USD_SWAP
USIG,2025-04-30,US85325C2E16,103.38,1601288.32,USD_SWAP
USIG,2025-04-30,US023135BJ40,82.42,4374906.64,USD_SWAP
USIG,2025-04-30,US92826CAJ18,76.54,1244171.84,USD_SWAP
USIG,2025-04-30,US38143YAC75,105.23,1281707.38,USD_SWAP
USIG,2025-04-30,US745332CA21,102.14,609989.22,USD_SWAP
USIG,2025-04-30,US819892AL41,60.71,36802.12,USD_SWAP
USIG,2025-04-30,US373334JS15,91.12,683258.4,USD_SWAP
USIG,2025-04-30,US210518CZ72,71.12,541764.63,USD_SWAP
USIG,2025-04-30,US74456QBA31,77.89,447098.6,USD_SWAP
USIG,2025-04-30,US12189LAJ08,87.2,837468.17,USD_SWAP
USIG,2025-04-30,US902613AL27,71.84,1950065.74,USD_SWAP
USIG,2025-04-30,US404280AG49,106.27,2324521.29,USD_SWAP
USIG,2025-04-30,US740189AH88,80.97,340514.07,USD_SWAP
USIG,2025-04-30,US595112CH45,101.07,732766.1,USD_SWAP
USIG,2025-04-30,US78348BAA08,102.72,233262.0,USD_SWAP
USIG,2025-04-30,US539830BB41,83.12,1814412.28,USD_SWAP
USIG,2025-04-30,US291011BM54,61.98,503240.96,USD_SWAP
USIG,2025-04-30,US341081FD42,97.11,649023.98,USD_SWAP
USIG,2025-04-30,US126408HT35,57.8,397029.52,USD_SWAP
USIG,2025-04-30,US478165AG84,91.73,808980.03,USD_SWAP
USIG,2025-04-30,US548661EE32,68.1,1016521.41,USD_SWAP
USIG,2025-04-30,US67021CAF41,99.48,515463.69,USD_SWAP
USIG,2025-04-30,US084664CV10,63.58,1671061.66,USD_SWAP
USIG,2025-04-30,US906548CJ95,81.05,468531.83,USD_SWAP
USIG,2025-04-30,US06051GMQ90,99.29,3385252.23,USD_SWAP
USIG,2025-04-30,US494368CA98,64.35,532126.46,USD_SWAP
USIG,2025-04-30,US171239AH94,63.25,623463.29,USD_SWAP
USIG,2025-04-30,US30231GAN25,76.08,1328395.04,USD_SWAP
USIG,2025-04-30,US25468PCP99,87.07,491429.28,USD_SWAP
USIG,2025-04-30,US532457BR81,81.13,382093.15,USD_SWAP
USIG,2025-04-30,US12189LAG68,93.87,495700.76,USD_SWAP
USIG,2025-04-30,US67077MAF59,101.56,760590.69,USD_SWAP
USIG,2025-04-30,US210518DJ22,54.0,273277.59,USD_SWAP
USIG,2025-04-30,US00287YAM12,87.39,3384985.13,USD_SWAP
USIG,2025-04-30,US38141GXA74,87.66,2078124.46,USD_SWAP
USIG,2025-04-30,US931142EC31,82.57,2117884.5,USD_SWAP
USIG,2025-04-30,US06738ECZ60,99.85,2379301.63,USD_SWAP
USIG,2025-04-30,US136375CK60,70.58,1044838.69,USD_SWAP
USIG,2025-04-30,US578454AB60,79.24,311524.17,USD_SWAP
USIG,2025-04-30,US85771PAE25,85.57,632553.96,USD_SWAP
USIG,2025-04-30,US92826CAF95,86.12,4026380.09,USD_SWAP
USIG,2025-04-30,US341081FF99,84.11,855007.78,USD_SWAP
USIG,2025-04-30,US595620AW50,60.47,510156.26,USD_SWAP
USIG,2025-04-30,US136375CZ30,57.44,725196.32,USD_SWAP
USIG,2025-04-30,US20825CAQ78,109.86,2589565.93,USD_SWAP
USIG,2025-04-30,US20030NAV38,112.74,781500.18,USD_SWAP
USIG,2025-04-30,US037833EG11,59.6,1543392.9,USD_SWAP
USIG,2025-04-30,US25468PCX24,78.66,605022.08,USD_SWAP
USIG,2025-04-30,US797440BM51,88.51,723163.26,USD_SWAP
USIG,2025-04-30,US89417EAQ26,59.23,414390.57,USD_SWAP
USIG,2025-04-30,US42809HAC16,105.18,1265045.29,USD_SWAP
USIG,2025-04-30,US22822VAX91,70.1,1303851.79,USD_SWAP
USIG,2025-04-30,US023135CB05,67.57,3262293.07,USD_SWAP
USIG,2025-04-30,US19416QEK22,77.27,700896.97,USD_SWAP
USIG,2025-04-30,US913017BP39,105.58,927982.08,USD_SWAP
USIG,2025-04-30,US278865BN99,60.97,795978.19,USD_SWAP
USIG,2025-04-30,US39541EAD58,100.47,2029619.64,USD_SWAP
USIG,2025-04-30,US742718FB02,76.37,565130.97,USD_SWAP
USIG,2025-04-30,US149123CD18,86.21,589518.57,USD_SWAP
USIG,2025-04-30,US85440KAA25,76.47,633687.87,USD_SWAP
USIG,2025-04-30,US037833BX70,91.17,5328721.66,USD_SWAP
USIG,2025-04-30,US38141GYC22,72.92,2495450.95,USD_SWAP
USIG,2025-04-30,US038222AG04,104.63,987382.8,USD_SWAP
USIG,2025-04-30,US437076CG52,56.2,1092635.69,USD_SWAP
USIG,2025-04-30,US21987BAK44,98.08,546316.18,USD_SWAP
USIG,2025-04-30,US11575TAC27,64.96,238710.94,USD_SWAP
USIG,2025-04-30,US57636QAH74,79.2,816357.3,USD_SWAP
USIG,2025-04-30,US911312BV78,96.82,857013.8,USD_SWAP
USIG,2025-04-30,US191216CY47,58.98,848393.03,USD_SWAP
USIG,2025-04-30,US976826BE63,107.32,526493.4,USD_SWAP
USIG,2025-04-30,US30251BAB45,110.14,870146.87,USD_SWAP
USIG,2025-04-30,US01609WAY84,67.72,980012.41,USD_SWAP
USIG,2025-04-30,US745332BW59,108.76,261282.17,USD_SWAP
USIG,2025-04-30,US00206RJZ64,76.93,2908995.22,USD_SWAP
USIG,2025-04-30,US00206RHK14,93.01,1405177.34,USD_SWAP
USIG,2025-04-30,US74432QBD60,110.17,727715.73,USD_SWAP
USIG,2025-04-30,US16877PAA84,61.47,517342.17,USD_SWAP
USIG,2025-04-30,US06654DAG25,69.61,356175.52,USD_SWAP
USIG,2025-04-30,US50212YAQ70,98.94,173764.26,USD_SWAP
USIG,2025-04-30,US668444AS14,60.6,406948.0,USD_SWAP
USIG,2025-04-30,US037833DD98,78.48,1211488.72,USD_SWAP
USIG,2025-04-30,US713448CQ97,85.7,150043.37,USD_SWAP
USIG,2025-04-30,US58013MEF77,107.62,1145358.21,USD_SWAP
USIG,2025-04-30,US025816BF52,83.31,1286366.85,USD_SWAP
USIG,2025-04-30,US87264AAX37,87.38,2748352.1,USD_SWAP
USIG,2025-04-30,US025816EH81,102.13,1623819.36,USD_SWAP
USIG,2025-04-30,US94106LBM00,58.48,461842.77,USD_SWAP
USIG,2025-04-30,US67066GAH74,74.63,2304990.43,USD_SWAP
USIG,2025-04-30,US015271BC21,95.66,489966.65,USD_SWAP
USIG,2025-04-30,US73102QAA40,103.15,1100008.73,USD_SWAP
USIG,2025-04-30,US15189WAD20,109.64,255027.53,USD_SWAP
USIG,2025-04-30,US582839AF31,103.78,458509.44,USD_SWAP
USIG,2025-04-30,US767201AL06,96.93,1850442.34,USD_SWAP
USIG,2025-04-30,US92857WBL37,94.3,652032.16,USD_SWAP
USIG,2025-04-30,US29364WBJ62,72.36,315967.6,USD_SWAP
USIG,2025-04-30,US172967NF48,69.03,1341368.94,USD_SWAP
USIG,2025-04-30,US66989HAK41,82.36,1272233.42,USD_SWAP
USIG,2025-04-30,US771196BY74,59.84,1902874.83,USD_SWAP
USIG,2025-04-30,US341099CL11,108.58,1372815.39,USD_SWAP
USIG,2025-04-30,US641062AZ70,60.26,629814.01,USD_SWAP
USIG,2025-04-30,US38141GA955,102.67,3932124.65,USD_SWAP
USIG,2025-04-30,US29365TAH77,89.06,514763.42,USD_SWAP
USIG,2025-04-30,US00206RAG74,107.22,811854.94,USD_SWAP
USIG,2025-04-30,US655422AV53,102.86,430891.89,USD_SWAP
USIG,2025-04-30,US636180BU48,100.45,639715.11,USD_SWAP
USIG,2025-04-30,US209111EU37,112.39,1014467.79,USD_SWAP
USIG,2025-04-30,US427866BG25,61.14,383766.11,USD_SWAP
USIG,2025-04-30,US26442TAE73,72.38,381129.04,USD_SWAP
USIG,2025-04-30,US452308AQ28,93.52,714887.59,USD_SWAP
USIG,2025-04-30,US85513LAB09,92.83,804221.33,USD_SWAP
USIG,2025-04-30,US438516BB13,99.62,634708.0,USD_SWAP
USIG,2025-04-30,US373334JR32,99.05,246948.92,USD_SWAP
USIG,2025-04-30,US718172AC39,108.39,2368679.64,USD_SWAP
USIG,2025-04-30,US931142DW04,76.89,563056.58,USD_SWAP
USIG,2025-04-30,US1301ETAA03,58.68,389579.1,USD_SWAP
USIG,2025-04-30,US78409VAR50,50.88,549688.7,USD_SWAP
USIG,2025-04-30,US110122DV75,77.46,1479328.63,USD_SWAP
USIG,2025-04-30,US585270AC58,98.69,1002165.05,USD_SWAP
USIG,2025-04-30,US037833DG20,78.7,1489603.93,USD_SWAP
USIG,2025-04-30,US744448BZ35,106.4,586050.66,USD_SWAP
USIG,2025-04-30,US26442TAG22,62.78,130961.63,USD_SWAP
USIG,2025-04-30,US713448FG88,62.25,985239.6,USD_SWAP
USIG,2025-04-30,US66989HAH12,87.95,2589825.44,USD_SWAP
USIG,2025-04-30,US110122AU20,73.39,604334.52,USD_SWAP
USIG,2025-04-30,US191216DL17,66.45,1745200.82,USD_SWAP
USIG,2025-04-30,US713448DP06,74.59,996007.51,USD_SWAP
USIG,2025-04-30,US742718FK01,76.07,618585.68,USD_SWAP
USIG,2025-04-30,US665772CJ60,75.52,488295.42,USD_SWAP
USIG,2025-04-30,US89352HAB50,100.95,887992.13,USD_SWAP
USIG,2025-04-30,US341081FB85,105.17,786498.64,USD_SWAP
USIG,2025-04-30,US44107TBC99,96.96,995450.34,USD_SWAP
USIG,2025-04-30,US58933YBB02,58.08,1140307.47,USD_SWAP
USIG,2025-04-30,US740816AM58,70.44,674683.23,USD_SWAP
USIG,2025-04-30,US437076AU64,99.27,749028.18,USD_SWAP
USIG,2025-04-30,US278062AE43,84.83,1370146.72,USD_SWAP
USIG,2025-04-30,US12572QAF28,99.57,1232937.06,USD_SWAP
USIG,2025-04-30,US91324PBK75,113.23,1538653.75,USD_SWAP
USIG,2025-04-30,US911312AN61,93.43,907201.59,USD_SWAP
USIG,2025-04-30,US68666UAA34,100.88,1565210.99,USD_SWAP
USIG,2025-04-30,US494368BG77,98.79,577564.28,USD_SWAP
USIG,2025-04-30,US05571AAS42,108.43,1785671.66,USD_SWAP
USIG,2025-04-30,US74456QAZ90,82.11,516733.73,USD_SWAP
USIG,2025-04-30,US961214EG45,88.31,1272507.19,USD_SWAP
USIG,2025-04-30,US822582AN22,100.18,1620227.21,USD_SWAP
USIG,2025-04-30,US961214FW85,98.67,2259252.05,USD_SWAP
USIG,2025-04-30,US925650AK98,98.43,463952.32,USD_SWAP
USIG,2025-04-30,US532457BZ08,54.66,759244.94,USD_SWAP
USIG,2025-04-30,US46625HHV50,100.53,2008563.48,USD_SWAP
USIG,2025-04-30,US92976GAG64,102.12,1573020.93,USD_SWAP
USIG,2025-04-30,US38141GYK48,69.55,1482903.79,USD_SWAP
USIG,2025-04-30,US350930AD58,102.93,1807753.02,USD_SWAP
USIG,2025-04-30,US263901AA85,108.45,857722.94,USD_SWAP
USIG,2025-04-30,US186108CE42,102.91,480131.83,USD_SWAP
USIG,2025-04-30,US459200GS40,101.1,1193765.5,USD_SWAP
USIG,2025-04-30,US42824CAX74,103.53,1182245.46,USD_SWAP
USIG,2025-04-30,US05571AAY10,100.84,1827223.6,USD_SWAP
USIG,2025-04-30,US50212YAM66,98.19,14867.28,USD_SWAP
USIG,2025-04-30,US38148YAA64,84.57,3312908.55,USD_SWAP
USIG,2025-04-30,US341081FG72,83.72,861905.61,USD_SWAP
USIG,2025-04-30,US666807BT82,95.95,798306.54,USD_SWAP
USIG,2025-04-30,US00037BAC63,87.8,664727.01,USD_SWAP
USIG,2025-04-30,US57636QAT13,65.78,559308.46,USD_SWAP
USIG,2025-04-30,US15189XAM02,77.23,533131.31,USD_SWAP
USIG,2025-04-30,US92343VGK44,76.28,3406774.52,USD_SWAP
USIG,2025-04-30,US540424AR93,84.66,734292.87,USD_SWAP
USIG,2025-04-30,US61747YES00,97.23,2666079.11,USD_SWAP
USIG,2025-04-30,US92857WAQ33,105.13,1406140.22,USD_SWAP
USIG,2025-04-30,US94973VAN73,107.67,742284.78,USD_SWAP
USIG,2025-04-30,US29082HAE27,100.89,214451.55,USD_SWAP
USIG,2025-04-30,US165167DH73,98.56,1194759.86,USD_SWAP
USIG,2025-04-30,US341081FC68,102.86,798572.34,USD_SWAP
USIG,2025-04-30,US11135FBJ93,77.57,3461781.71,USD_SWAP
USIG,2025-04-30,US94980VAG32,102.65,1103592.52,USD_SWAP
USIG,2025-04-30,US670346AH87,108.39,970782.2,USD_SWAP
USIG,2025-04-30,US283677AW22,101.4,748269.44,USD_SWAP
USIG,2025-04-30,US26442CAA27,105.02,850012.26,USD_SWAP
USIG,2025-04-30,US037833BH21,87.95,2657887.84,USD_SWAP
USIG,2025-04-30,US03040WAD74,110.14,931151.92,USD_SWAP
USIG,2025-04-30,US713448EP96,65.32,1033346.59,USD_SWAP
USIG,2025-04-30,US665772CG22,93.23,349364.58,USD_SWAP
USIG,2025-04-30,US575718AG63,66.52,628069.36,USD_SWAP
USIG,2025-04-30,US615369AV78,68.5,593468.87,USD_SWAP
USIG,2025-04-30,US842400FA61,96.24,515033.15,USD_SWAP
USIG,2025-04-30,US914748AA64,73.65,470360.01,USD_SWAP
USIG,2025-04-30,US037833CD08,80.61,2430495.09,USD_SWAP
USIG,2025-04-30,US74730DAE31,73.1,4162224.22,USD_SWAP
USIG,2025-04-30,US202795HT01,109.1,813914.67,USD_SWAP
USIG,2025-04-30,US876030AL10,97.15,466238.56,USD_SWAP
USIG,2025-04-30,US125523AJ93,92.7,3059877.63,USD_SWAP
USIG,2025-04-30,US927804FE92,107.58,789711.86,USD_SWAP
USIG,2025-04-30,US87264ABL89,71.87,2685177.38,USD_SWAP
USIG,2025-04-30,US675553AA99,108.83,573988.85,USD_SWAP
USIG,2025-04-30,US694308KU01,99.22,1091700.05,USD_SWAP
USIG,2025-04-30,US92343VDR24,92.82,1750427.28,USD_SWAP
USIG,2025-04-30,US92942HAA86,58.13,119500.88,USD_SWAP
USIG,2025-04-30,US494368BL62,79.35,375857.43,USD_SWAP
USIG,2025-04-30,US452308AR01,82.05,1388333.65,USD_SWAP
USIG,2025-04-30,US74456QAV86,100.92,442578.88,USD_SWAP
USIG,2025-04-30,US595112CE14,99.57,687901.17,USD_SWAP
USIG,2025-04-30,US19416QEJ58,82.89,870977.81,USD_SWAP
USIG,2025-04-30,US7591EPAV24,97.72,945321.3,USD_SWAP
USIG,2025-04-30,US58013MEH34,102.31,674724.58,USD_SWAP
USIG,2025-04-30,US09031WAE30,97.08,1144485.34,USD_SWAP
USIG,2025-04-30,US34531XAB01,58.04,410089.12,USD_SWAP
USIG,2025-04-30,US61772BAC72,73.86,2319336.14,USD_SWAP
USIG,2025-04-30,US85771PAC68,96.25,979876.76,USD_SWAP
USIG,2025-04-30,US87612GAM33,98.16,1362031.28,USD_SWAP
USIG,2025-04-30,US225401BB38,121.74,3784961.32,USD_SWAP
USIG,2025-04-30,US845743BL61,103.44,421599.1,USD_SWAP
USIG,2025-04-30,US26442CAE49,105.44,804771.5,USD_SWAP
USIG,2025-04-30,US641423BU11,111.0,486494.41,USD_SWAP
USIG,2025-04-30,US837004CB48,105.28,888826.93,USD_SWAP
USIG,2025-04-30,US05463HAC51,93.92,578337.16,USD_SWAP
USIG,2025-04-30,US06051GJW06,75.01,3753919.78,USD_SWAP
USIG,2025-04-30,US91324PEE88,72.44,1712144.68,USD_SWAP
USIG,2025-04-30,US904764BR72,60.9,847700.42,USD_SWAP
USIG,2025-04-30,US589331AS67,78.42,596666.98,USD_SWAP
USIG,2025-04-30,US007944AK75,99.24,228474.88,USD_SWAP
USIG,2025-04-30,US594918CF95,64.78,1816982.43,USD_SWAP
USIG,2025-04-30,US82939GAD07,91.84,935888.96,USD_SWAP
USIG,2025-04-30,US49326EEP43,104.67,1625344.11,USD_SWAP
USIG,2025-04-30,US26442CAB00,104.84,832867.66,USD_SWAP
USIG,2025-04-30,US06050TJZ66,103.56,2030888.62,USD_SWAP
USIG,2025-04-30,US20825CAP95,104.08,666885.56,USD_SWAP
USIG,2025-04-30,US664675AT20,65.37,36060.04,USD_SWAP
USIG,2025-04-30,US745310AP71,99.19,349502.03,USD_SWAP
USIG,2025-04-30,US867229AD85,100.79,803706.91,USD_SWAP
USIG,2025-04-30,US914744AD99,75.49,554426.67,USD_SWAP
USIG,2025-04-30,US55261FAV67,97.23,636659.32,USD_SWAP
USIG,2025-04-30,US171232AS07,110.2,1317534.19,USD_SWAP
USIG,2025-04-30,US49337WAJ99,100.31,427950.91,USD_SWAP
USIG,2025-04-30,US641423BP26,109.03,481673.62,USD_SWAP
USIG,2025-04-30,US244199BG97,65.65,629946.18,USD_SWAP
