portfolio_name,position_date,identifier_client,book_price,quantity,curve_name
USIG,2025-04-30,US018820AD21,96.85,1606483.13,USD_SWAP
USIG,2025-04-30,US202795KA72,97.59,499241.94,USD_SWAP
USIG,2025-04-30,US26444HAN17,101.68,770945.33,USD_SWAP
USIG,2025-04-30,US644188BH66,101.62,463224.25,USD_SWAP
USIG,2025-04-30,US716743AS84,84.55,1266444.51,USD_SWAP
USIG,2025-04-30,US49177JAR32,92.66,1074844.0,USD_SWAP
USIG,2025-04-30,US487836CA47,99.44,555776.31,USD_SWAP
USIG,2025-04-30,US502431AV15,95.38,853595.84,USD_SWAP
USIG,2025-04-30,US91324PFC14,93.18,2300518.01,USD_SWAP
USIG,2025-04-30,US502431AR03,96.52,676104.63,USD_SWAP
USIG,2025-04-30,US649322AF16,67.75,281541.17,USD_SWAP
USIG,2025-04-30,US45138LBH50,94.65,719235.74,USD_SWAP
USIG,2025-04-30,US595620AY17,101.44,1281230.68,USD_SWAP
USIG,2025-04-30,US191216DT43,97.02,2431618.42,USD_SWAP
USIG,2025-04-30,US571676BC81,98.86,6938344.86,USD_SWAP
USIG,2025-04-30,US89157XAB73,95.16,2496528.86,USD_SWAP
USIG,2025-04-30,US29379VBN29,96.52,1205377.36,USD_SWAP
USIG,2025-04-30,US209111GN75,95.83,867939.82,USD_SWAP
USIG,2025-04-30,US209111GK37,98.84,1677783.07,USD_SWAP
USIG,2025-04-30,US110122EK02,96.18,3721071.85,USD_SWAP
USIG,2025-04-30,US532457CT39,93.29,905448.49,USD_SWAP
USIG,2025-04-30,US737679DJ60,95.38,407972.66,USD_SWAP
USIG,2025-04-30,US059165EQ94,93.32,997740.3,USD_SWAP
USIG,2025-04-30,US882926AA67,90.19,2108416.45,USD_SWAP
USIG,2025-04-30,US449276AG99,92.1,1916889.3,USD_SWAP
USIG,2025-04-30,US86944BAL71,96.2,9727.98,USD_SWAP
USIG,2025-04-30,US210518CX25,77.42,343662.37,USD_SWAP
USIG,2025-04-30,US02361DBC39,98.88,498480.36,USD_SWAP
USIG,2025-04-30,US745332CL85,94.54,502957.02,USD_SWAP
USIG,2025-04-30,US26442UAV61,97.23,617327.8,USD_SWAP
USIG,2025-04-30,US74251VAU61,95.31,441220.41,USD_SWAP
USIG,2025-04-30,US26443TAD81,94.11,703803.71,USD_SWAP
USIG,2025-04-30,US00723L2C25,89.85,1963251.01,USD_SWAP
USIG,2025-04-30,US571748BS04,107.0,830645.85,USD_SWAP
USIG,2025-04-30,US03040WBC82,95.47,871429.37,USD_SWAP
USIG,2025-04-30,US756109CQ54,94.17,422630.72,USD_SWAP
USIG,2025-04-30,US571748CD26,94.82,2142231.74,USD_SWAP
USIG,2025-04-30,US149123CE90,85.18,611070.87,USD_SWAP
USIG,2025-04-30,US209111FQ16,79.8,907194.49,USD_SWAP
USIG,2025-04-30,US89157XAE13,92.56,1323759.16,USD_SWAP
USIG,2025-04-30,US532457CN68,91.97,2154038.02,USD_SWAP
USIG,2025-04-30,US18013RAB33,64.71,158173.2,USD_SWAP
USIG,2025-04-30,US747525BT99,104.02,2025381.63,USD_SWAP
USIG,2025-04-30,US911312CE45,96.27,1622105.1,USD_SWAP
USIG,2025-04-30,US665772CY38,94.56,980182.21,USD_SWAP
USIG,2025-04-30,US906548CZ38,90.46,423277.35,USD_SWAP
USIG,2025-04-30,US92343VGW81,96.29,1302919.51,USD_SWAP
USIG,2025-04-30,US539830BX60,100.16,1540395.68,USD_SWAP
USIG,2025-04-30,US906548CX89,92.09,537878.64,USD_SWAP
USIG,2025-04-30,US26442UAR59,93.33,723220.26,USD_SWAP
USIG,2025-04-30,US595620AZ81,93.45,615466.14,USD_SWAP
USIG,2025-04-30,US02361DAZ33,102.38,607486.22,USD_SWAP
USIG,2025-04-30,US049560AY17,99.82,779824.42,USD_SWAP
USIG,2025-04-30,US032654BC80,93.56,784177.89,USD_SWAP
USIG,2025-04-30,US571748BV33,99.59,1413156.92,USD_SWAP
USIG,2025-04-30,US58013MFW91,95.41,1162609.37,USD_SWAP
USIG,2025-04-30,US571748BX98,95.68,765503.1,USD_SWAP
USIG,2025-04-30,US231021AX49,95.7,1155424.47,USD_SWAP
USIG,2025-04-30,US666807CM21,91.65,1598071.21,USD_SWAP
USIG,2025-04-30,US15189XBC11,93.19,668822.11,USD_SWAP
USIG,2025-04-30,US00287YEB11,98.89,1167713.38,USD_SWAP
USIG,2025-04-30,US906548CW07,95.27,752584.04,USD_SWAP
USIG,2025-04-30,US13034VAD64,62.38,395159.7,USD_SWAP
USIG,2025-04-30,US907818ER52,73.15,575582.79,USD_SWAP
USIG,2025-04-30,US68233JBX19,93.41,480109.1,USD_SWAP
USIG,2025-04-30,US665789BC69,99.37,471556.44,USD_SWAP
USIG,2025-04-30,US74456QCV68,97.61,88567.2,USD_SWAP
USIG,2025-04-30,US716973AG71,92.96,8396697.72,USD_SWAP
USIG,2025-04-30,US05523RAM97,96.72,1253446.22,USD_SWAP
USIG,2025-04-30,US976656CT37,89.35,511223.13,USD_SWAP
USIG,2025-04-30,US00115AAQ22,94.51,1012929.42,USD_SWAP
USIG,2025-04-30,US907818GH52,98.9,1075195.57,USD_SWAP
USIG,2025-04-30,US743674BC62,93.52,151414.14,USD_SWAP
USIG,2025-04-30,US75513ECS81,94.3,1803433.87,USD_SWAP
USIG,2025-04-30,US30303M8K14,83.86,2019081.43,USD_SWAP
USIG,2025-04-30,US055451BF42,96.57,1201558.85,USD_SWAP
USIG,2025-04-30,US92343VCM46,88.82,1027217.54,USD_SWAP
USIG,2025-04-30,US575767AN80,65.78,688451.18,USD_SWAP
USIG,2025-04-30,US035240AU42,82.7,16907.81,USD_SWAP
USIG,2025-04-30,US126408HG14,76.07,574194.57,USD_SWAP
USIG,2025-04-30,US375558CD39,97.36,1276542.42,USD_SWAP
USIG,2025-04-30,US202795JY77,93.09,665015.73,USD_SWAP
USIG,2025-04-30,US26442CBL72,95.26,1268478.7,USD_SWAP
USIG,2025-04-30,US74340XCK54,92.78,1152993.61,USD_SWAP
USIG,2025-04-30,US02361DBB55,97.58,854289.94,USD_SWAP
USIG,2025-04-30,US91324PEW86,89.08,2596350.12,USD_SWAP
USIG,2025-04-30,US375558CA99,97.67,1575935.15,USD_SWAP
USIG,2025-04-30,US532457CH90,89.88,1337526.84,USD_SWAP
USIG,2025-04-30,US875127BL56,88.01,385308.41,USD_SWAP
USIG,2025-04-30,US571748BT86,95.71,866865.34,USD_SWAP
USIG,2025-04-30,US26884TAX00,94.61,1711021.73,USD_SWAP
USIG,2025-04-30,US37310PAF80,90.74,18217.12,USD_SWAP
USIG,2025-04-30,US907818GA00,68.53,446907.97,USD_SWAP
USIG,2025-04-30,US459200KZ37,90.09,930308.12,USD_SWAP
USIG,2025-04-30,US341081GY79,101.29,1253275.72,USD_SWAP
USIG,2025-04-30,US76720AAP12,90.66,954284.79,USD_SWAP
USIG,2025-04-30,US59156RCD89,93.09,1460790.89,USD_SWAP
USIG,2025-04-30,US907818FS27,67.68,780634.36,USD_SWAP
USIG,2025-04-30,US26442CBK99,94.3,1250063.91,USD_SWAP
USIG,2025-04-30,US74340XCF69,92.87,1415834.24,USD_SWAP
USIG,2025-04-30,US438516CT12,93.59,2241361.2,USD_SWAP
USIG,2025-04-30,US209111FK46,77.49,563209.02,USD_SWAP
USIG,2025-04-30,US693304BG14,93.48,733708.42,USD_SWAP
USIG,2025-04-30,US575718AF80,68.41,494414.22,USD_SWAP
USIG,2025-04-30,US30303M8V78,96.12,4537911.95,USD_SWAP
USIG,2025-04-30,US74456QCR56,97.12,754124.46,USD_SWAP
USIG,2025-04-30,US29736RAU41,91.35,776286.46,USD_SWAP
USIG,2025-04-30,US136375DJ88,107.47,265035.03,USD_SWAP
USIG,2025-04-30,US30303M8Q83,98.85,3617723.01,USD_SWAP
USIG,2025-04-30,US6174468N29,97.57,2961291.02,USD_SWAP
USIG,2025-04-30,US92343VCZ58,84.0,938118.57,USD_SWAP
USIG,2025-04-30,US049560BB05,89.6,494502.71,USD_SWAP
USIG,2025-04-30,US70450YAM57,89.43,1326068.24,USD_SWAP
USIG,2025-04-30,US571676AH87,76.42,671884.54,USD_SWAP
USIG,2025-04-30,US026874DM66,98.61,207888.81,USD_SWAP
USIG,2025-04-30,US110122DX32,70.46,1324906.2,USD_SWAP
USIG,2025-04-30,US209111FF50,83.33,770923.51,USD_SWAP
USIG,2025-04-30,US12189LBL45,98.32,1607666.4,USD_SWAP
USIG,2025-04-30,US655844CS56,95.03,1429737.78,USD_SWAP
USIG,2025-04-30,US907818FL73,67.16,594946.52,USD_SWAP
USIG,2025-04-30,US00287YDW66,96.12,4250963.54,USD_SWAP
USIG,2025-04-30,US58013MFT62,91.24,1052244.01,USD_SWAP
USIG,2025-04-30,US95000U2M49,88.41,7179735.11,USD_SWAP
USIG,2025-04-30,US539830BT58,78.18,975912.85,USD_SWAP
USIG,2025-04-30,US341081GV31,99.75,1348524.66,USD_SWAP
USIG,2025-04-30,US539830CB32,93.29,1475883.02,USD_SWAP
USIG,2025-04-30,US17136MAB81,88.83,856509.91,USD_SWAP
USIG,2025-04-30,US084659BF75,82.19,1316851.15,USD_SWAP
USIG,2025-04-30,US87305QCP46,99.75,535576.27,USD_SWAP
USIG,2025-04-30,US207597EP64,93.36,673231.4,USD_SWAP
USIG,2025-04-30,US17275RCA86,98.66,1060699.31,USD_SWAP
USIG,2025-04-30,US459200KV23,87.49,1064275.01,USD_SWAP
USIG,2025-04-30,US666807CJ91,88.53,1255960.04,USD_SWAP
USIG,2025-04-30,US68233JCM45,88.39,1067234.71,USD_SWAP
USIG,2025-04-30,US744482BP42,91.86,485120.14,USD_SWAP
USIG,2025-04-30,US88032WBD74,71.77,1224204.58,USD_SWAP
USIG,2025-04-30,US29379VBZ58,71.71,1043099.77,USD_SWAP
USIG,2025-04-30,US91481CAC47,63.11,272490.0,USD_SWAP
USIG,2025-04-30,US911312CA23,90.3,1615690.1,USD_SWAP
USIG,2025-04-30,US59156RCC07,89.3,1410164.03,USD_SWAP
USIG,2025-04-30,US35561RAA59,88.63,239049.31,USD_SWAP
USIG,2025-04-30,US74456QCT13,94.79,676984.04,USD_SWAP
USIG,2025-04-30,US74460WAH07,95.16,1246553.28,USD_SWAP
USIG,2025-04-30,US74456QCP90,96.82,603263.23,USD_SWAP
USIG,2025-04-30,US91324PEK49,85.23,2614905.68,USD_SWAP
USIG,2025-04-30,US031162CF59,83.51,4505922.94,USD_SWAP
USIG,2025-04-30,US744448CX77,81.25,573037.47,USD_SWAP
USIG,2025-04-30,US665772CX54,91.46,801331.17,USD_SWAP
USIG,2025-04-30,US254687EZ57,125.27,544302.88,USD_SWAP
USIG,2025-04-30,US46124HAH93,98.29,1750477.8,USD_SWAP
USIG,2025-04-30,US341081GM32,95.14,1126877.36,USD_SWAP
USIG,2025-04-30,US23338VAT35,96.82,898885.99,USD_SWAP
USIG,2025-04-30,US032095AS07,96.95,786544.64,USD_SWAP
USIG,2025-04-30,US437076DF60,95.4,1870383.97,USD_SWAP
USIG,2025-04-30,US69448FAA93,79.16,922406.28,USD_SWAP
USIG,2025-04-30,US401378AD66,66.99,269052.04,USD_SWAP
USIG,2025-04-30,US94106LCF40,96.42,1704412.71,USD_SWAP
USIG,2025-04-30,US404530AA50,82.04,435671.06,USD_SWAP
USIG,2025-04-30,US76025LAB09,97.75,250379.48,USD_SWAP
USIG,2025-04-30,US035240AP56,87.05,780278.63,USD_SWAP
USIG,2025-04-30,US87264ABY01,66.04,1664555.21,USD_SWAP
USIG,2025-04-30,US26875PAT84,88.1,1420673.8,USD_SWAP
USIG,2025-04-30,US911312BW51,93.95,1843633.43,USD_SWAP
USIG,2025-04-30,US882508CJ13,92.98,1034918.05,USD_SWAP
USIG,2025-04-30,US64110LBA35,97.46,1034393.98,USD_SWAP
USIG,2025-04-30,US29364WBL19,85.8,733809.57,USD_SWAP
USIG,2025-04-30,US04351LAA89,87.94,650472.96,USD_SWAP
USIG,2025-04-30,US74071PAB94,87.6,554583.02,USD_SWAP
USIG,2025-04-30,US373334KR13,92.04,1194125.81,USD_SWAP
USIG,2025-04-30,US68233JCH59,83.41,345274.03,USD_SWAP
USIG,2025-04-30,US00206RCU41,97.36,984617.66,USD_SWAP
USIG,2025-04-30,US89417EAS81,97.85,956113.04,USD_SWAP
USIG,2025-04-30,US67021CAT45,89.26,390680.14,USD_SWAP
USIG,2025-04-30,US126408HY20,89.34,350534.14,USD_SWAP
USIG,2025-04-30,US244199BM65,103.06,1004385.16,USD_SWAP
USIG,2025-04-30,US67021CAS61,82.71,586639.78,USD_SWAP
USIG,2025-04-30,US69351UBB89,94.6,1071106.92,USD_SWAP
USIG,2025-04-30,US49271VAR15,81.91,1219924.6,USD_SWAP
USIG,2025-04-30,US907818FE31,73.02,546040.91,USD_SWAP
USIG,2025-04-30,US209111GB38,66.41,660146.48,USD_SWAP
USIG,2025-04-30,US12189LBK61,94.28,2176515.16,USD_SWAP
USIG,2025-04-30,US532457CY24,99.84,1630435.92,USD_SWAP
USIG,2025-04-30,US666807BU55,92.89,1436208.99,USD_SWAP
USIG,2025-04-30,US29379VBU61,86.02,1681768.65,USD_SWAP
USIG,2025-04-30,US882484AA61,79.96,368465.7,USD_SWAP
USIG,2025-04-30,US74456QCM69,92.75,499249.89,USD_SWAP
USIG,2025-04-30,US209111FW83,68.61,653371.13,USD_SWAP
USIG,2025-04-30,US20826FAR73,101.35,290737.7,USD_SWAP
USIG,2025-04-30,US92343VGC28,68.48,3080943.07,USD_SWAP
USIG,2025-04-30,US92343VDV36,95.64,745791.56,USD_SWAP
USIG,2025-04-30,US898813AQ38,86.79,484465.18,USD_SWAP
USIG,2025-04-30,US17275RBU59,96.17,2653947.21,USD_SWAP
USIG,2025-04-30,US482480AM29,89.68,2021447.77,USD_SWAP
USIG,2025-04-30,US615369AQ83,87.38,565868.81,USD_SWAP
USIG,2025-04-30,US03765HAC51,88.93,545834.95,USD_SWAP
USIG,2025-04-30,US655844CP18,83.45,993395.07,USD_SWAP
USIG,2025-04-30,US15189XBA54,88.2,500131.6,USD_SWAP
USIG,2025-04-30,US059165EP12,83.21,663235.71,USD_SWAP
USIG,2025-04-30,US882508CC69,90.88,919068.95,USD_SWAP
USIG,2025-04-30,US907818FG88,71.44,2062496.19,USD_SWAP
USIG,2025-04-30,US87264AAZ84,81.97,3738401.46,USD_SWAP
USIG,2025-04-30,US744320BF81,99.76,1502860.95,USD_SWAP
USIG,2025-04-30,US874060BD74,62.97,918576.8,USD_SWAP
USIG,2025-04-30,US75884RAY99,84.26,368798.41,USD_SWAP
USIG,2025-04-30,US693304BD82,84.41,462518.18,USD_SWAP
USIG,2025-04-30,US437076CT73,90.21,1352353.76,USD_SWAP
USIG,2025-04-30,US58933YBM66,91.34,2132562.69,USD_SWAP
USIG,2025-04-30,US00115AAP49,82.83,637653.66,USD_SWAP
USIG,2025-04-30,US20030NCG43,75.2,1189028.51,USD_SWAP
USIG,2025-04-30,US907818FV55,66.4,606610.36,USD_SWAP
USIG,2025-04-30,US38141GB862,96.47,4543471.88,USD_SWAP
USIG,2025-04-30,US00206RLJ94,67.2,7401980.94,USD_SWAP
USIG,2025-04-30,US20030NCM11,85.26,2413881.6,USD_SWAP
USIG,2025-04-30,US066836AC15,56.47,60750.61,USD_SWAP
USIG,2025-04-30,US552676AV06,74.35,264775.53,USD_SWAP
USIG,2025-04-30,US875127BF88,81.61,543386.53,USD_SWAP
USIG,2025-04-30,US78409VBM54,73.33,550658.28,USD_SWAP
USIG,2025-04-30,US81373PAA12,86.67,486095.67,USD_SWAP
USIG,2025-04-30,US92345YAE68,95.48,340151.37,USD_SWAP
USIG,2025-04-30,US71675CAE84,63.7,1549383.1,USD_SWAP
USIG,2025-04-30,US86562MDQ06,99.55,1407628.12,USD_SWAP
USIG,2025-04-30,US33767BAC37,83.51,825577.41,USD_SWAP
USIG,2025-04-30,US404280DW61,105.74,4288545.32,USD_SWAP
USIG,2025-04-30,US907818GF96,90.78,771756.82,USD_SWAP
USIG,2025-04-30,US927804GA61,83.88,775762.31,USD_SWAP
USIG,2025-04-30,US771196CM28,95.62,2118618.48,USD_SWAP
USIG,2025-04-30,US20825CBC73,87.76,471264.35,USD_SWAP
USIG,2025-04-30,US191216DS69,97.13,1726548.38,USD_SWAP
USIG,2025-04-30,US456873AF50,82.44,488046.75,USD_SWAP
USIG,2025-04-30,US747525BR34,83.17,1413629.86,USD_SWAP
USIG,2025-04-30,US39138QAC96,83.59,747268.89,USD_SWAP
USIG,2025-04-30,US649322AD67,75.95,114571.89,USD_SWAP
USIG,2025-04-30,US665772CV98,83.2,684226.18,USD_SWAP
USIG,2025-04-30,US191216DZ03,95.85,1834311.73,USD_SWAP
USIG,2025-04-30,US87612EBR62,88.37,1578720.39,USD_SWAP
USIG,2025-04-30,US716743AR02,83.54,3801679.41,USD_SWAP
USIG,2025-04-30,US824596AA84,96.5,470426.35,USD_SWAP
USIG,2025-04-30,US10373QBQ29,63.64,1878113.52,USD_SWAP
USIG,2025-04-30,US66988AAJ34,62.11,425618.19,USD_SWAP
USIG,2025-04-30,US744320BJ04,93.86,1315947.73,USD_SWAP
USIG,2025-04-30,US92343VBT08,108.42,1451673.5,USD_SWAP
USIG,2025-04-30,US209111FT54,84.92,831336.05,USD_SWAP
USIG,2025-04-30,US631103AM02,74.37,527261.25,USD_SWAP
USIG,2025-04-30,US29364WBC10,78.53,681686.44,USD_SWAP
USIG,2025-04-30,US47215PAF36,77.12,78275.62,USD_SWAP
USIG,2025-04-30,US914886AD89,56.37,93365.46,USD_SWAP
USIG,2025-04-30,US075887BX67,84.94,1989930.66,USD_SWAP
USIG,2025-04-30,US575767AR94,60.21,605669.48,USD_SWAP
USIG,2025-04-30,US29379VBW28,77.89,1521540.43,USD_SWAP
USIG,2025-04-30,US126408HA44,83.6,440196.0,USD_SWAP
USIG,2025-04-30,US571676AG05,77.97,577433.68,USD_SWAP
USIG,2025-04-30,US74442AAC27,104.81,230382.06,USD_SWAP
USIG,2025-04-30,US874060BL90,97.46,962101.2,USD_SWAP
USIG,2025-04-30,US713448FZ69,96.73,927635.63,USD_SWAP
USIG,2025-04-30,US141781BX15,81.52,598660.71,USD_SWAP
USIG,2025-04-30,US026874DL83,86.77,1298509.82,USD_SWAP
USIG,2025-04-30,US756109AT12,84.72,758620.24,USD_SWAP
USIG,2025-04-30,US254687GA88,71.8,1491594.9,USD_SWAP
USIG,2025-04-30,US29366MAA62,78.67,706601.06,USD_SWAP
USIG,2025-04-30,US20826FAV85,72.14,1285853.22,USD_SWAP
USIG,2025-04-30,US91324PDQ28,82.14,1426220.99,USD_SWAP
USIG,2025-04-30,US532457CS55,93.48,1776212.07,USD_SWAP
USIG,2025-04-30,US913017CX53,84.89,2338494.08,USD_SWAP
USIG,2025-04-30,US571748BJ05,89.06,1721237.12,USD_SWAP
USIG,2025-04-30,US026874DP97,81.34,1255976.65,USD_SWAP
USIG,2025-04-30,US05379BAQ05,80.67,572764.46,USD_SWAP
USIG,2025-04-30,US12626PAN33,91.05,741584.57,USD_SWAP
USIG,2025-04-30,US26442UAP93,75.85,494759.15,USD_SWAP
USIG,2025-04-30,US95040QAF19,89.68,673611.42,USD_SWAP
USIG,2025-04-30,US88032WAQ96,83.51,468637.37,USD_SWAP
USIG,2025-04-30,US63861UAA79,84.44,536298.01,USD_SWAP
USIG,2025-04-30,US586054AB42,77.37,305257.19,USD_SWAP
USIG,2025-04-30,US036752AD58,81.14,1786191.02,USD_SWAP
USIG,2025-04-30,US693304BE65,81.86,521054.78,USD_SWAP
USIG,2025-04-30,US37310PAC59,80.72,628650.14,USD_SWAP
USIG,2025-04-30,US914886AH93,92.11,226470.01,USD_SWAP
USIG,2025-04-30,US91324PEA66,59.63,912201.47,USD_SWAP
USIG,2025-04-30,US744448CR00,76.28,441212.18,USD_SWAP
USIG,2025-04-30,US532457CM85,92.64,2197084.14,USD_SWAP
USIG,2025-04-30,US00206RKJ04,67.39,7518836.83,USD_SWAP
USIG,2025-04-30,US49177JAP75,93.13,2123646.51,USD_SWAP
USIG,2025-04-30,US92343VGP31,74.05,1363463.44,USD_SWAP
USIG,2025-04-30,US58013MFR07,79.02,892153.92,USD_SWAP
USIG,2025-04-30,US92343VDS07,90.98,938578.21,USD_SWAP
USIG,2025-04-30,US907818GC65,91.29,1149924.99,USD_SWAP
USIG,2025-04-30,US126408HV80,84.04,1098752.14,USD_SWAP
USIG,2025-04-30,US29717PAS65,83.08,325947.28,USD_SWAP
USIG,2025-04-30,US20030NCE94,75.33,2291702.29,USD_SWAP
USIG,2025-04-30,US92343VCX01,83.48,1574620.86,USD_SWAP
USIG,2025-04-30,US875127BE14,80.19,226424.89,USD_SWAP
USIG,2025-04-30,US907818EC83,73.99,543002.08,USD_SWAP
USIG,2025-04-30,US209111FV01,77.71,727777.84,USD_SWAP
USIG,2025-04-30,US64105MAD39,94.49,499270.27,USD_SWAP
USIG,2025-04-30,US485134BR00,78.7,440940.89,USD_SWAP
USIG,2025-04-30,US88032WAW64,62.76,493245.28,USD_SWAP
USIG,2025-04-30,US744320BA94,74.79,1145954.53,USD_SWAP
USIG,2025-04-30,US902613BM90,94.9,1248063.38,USD_SWAP
USIG,2025-04-30,US65473QBF90,81.34,1290978.89,USD_SWAP
USIG,2025-04-30,US749685AU73,93.04,458567.94,USD_SWAP
USIG,2025-04-30,US655844BV94,76.73,900014.47,USD_SWAP
USIG,2025-04-30,US532457BU11,78.73,724629.05,USD_SWAP
USIG,2025-04-30,US278642AZ62,70.25,1104011.28,USD_SWAP
USIG,2025-04-30,US03523TBV98,99.28,6152732.93,USD_SWAP
USIG,2025-04-30,US12636YAD40,83.24,776578.55,USD_SWAP
USIG,2025-04-30,US29364WBB37,78.8,1073098.54,USD_SWAP
USIG,2025-04-30,US172967LJ87,80.03,1362275.76,USD_SWAP
USIG,2025-04-30,US745332CH73,79.17,645571.43,USD_SWAP
USIG,2025-04-30,US581760AV77,81.71,554663.94,USD_SWAP
USIG,2025-04-30,US573284AU07,79.59,669271.95,USD_SWAP
USIG,2025-04-30,US482480AH34,91.04,615512.73,USD_SWAP
USIG,2025-04-30,US29379VBJ17,88.69,1094947.44,USD_SWAP
USIG,2025-04-30,US74432QCD51,82.14,531176.93,USD_SWAP
USIG,2025-04-30,US824348AX47,83.25,1540213.0,USD_SWAP
