identifier_client,quantity,book_price,portfolio_name,position_date,curve_name
US256141AB88,435000.0,86.72,USIG01,2025-05-20,USD_SWAP
US717081DT70,772000.0,100.07,USIG01,2025-05-20,USD_SWAP
US92343VBG86,1109000.0,79.26,USIG01,2025-05-20,USD_SWAP
US29379VAM54,680000.0,118.69,USIG01,2025-05-20,USD_SWAP
US875127AW21,300000.0,103.79,USIG01,2025-05-20,USD_SWAP
US929089AF72,579000.0,91.29,USIG01,2025-05-20,USD_SWAP
US23338VAE65,763000.0,76.99,USIG01,2025-05-20,USD_SWAP
US69351UAW36,574000.0,65.5,USIG01,2025-05-20,USD_SWAP
US231021AQ97,985000.0,92.72,USIG01,2025-05-20,USD_SWAP
US797440BK95,425000.0,103.85,USIG01,2025-05-20,USD_SWAP
US29365TAD63,298000.0,96.82,USIG01,2025-05-20,USD_SWAP
US350930AH62,1950000.0,101.58,USIG01,2025-05-20,USD_SWAP
US341081FE25,470000.0,95.09,USIG01,2025-05-20,USD_SWAP
US225313AQ88,2270000.0,101.39,USIG01,2025-05-20,USD_SWAP
US907818EK00,320000.0,71.83,USIG01,2025-05-20,USD_SWAP
US695114CD86,922000.0,100.26,USIG01,2025-05-20,USD_SWAP
US427866BB38,689000.0,67.51,USIG01,2025-05-20,USD_SWAP
US039483BH46,773000.0,81.7,USIG01,2025-05-20,USD_SWAP
US760759AK65,537000.0,106.99,USIG01,2025-05-20,USD_SWAP
US035240AG57,2221000.0,93.19,USIG01,2025-05-20,USD_SWAP
US76720AAG13,1346000.0,83.19,USIG01,2025-05-20,USD_SWAP
US00440EAQ08,790000.0,83.36,USIG01,2025-05-20,USD_SWAP
US049560AL95,820000.0,83.41,USIG01,2025-05-20,USD_SWAP
US03523TBF49,1854000.0,126.84,USIG01,2025-05-20,USD_SWAP
US26442CAM64,1045000.0,84.72,USIG01,2025-05-20,USD_SWAP
US24668PAE79,670000.0,101.38,USIG01,2025-05-20,USD_SWAP
US744448CA74,220000.0,107.97,USIG01,2025-05-20,USD_SWAP
US437076BA91,1513000.0,84.39,USIG01,2025-05-20,USD_SWAP
US459200HF10,1708000.0,81.64,USIG01,2025-05-20,USD_SWAP
US57636QAL86,1467000.0,75.66,USIG01,2025-05-20,USD_SWAP
US911312AR75,771000.0,76.98,USIG01,2025-05-20,USD_SWAP
US149123CF65,1509000.0,69.45,USIG01,2025-05-20,USD_SWAP
US21685WCJ45,2407000.0,96.6,USIG01,2025-05-20,USD_SWAP
US713448DD75,1465000.0,87.46,USIG01,2025-05-20,USD_SWAP
US341081FL67,855000.0,81.95,USIG01,2025-05-20,USD_SWAP
US84265VAA35,1454000.0,112.75,USIG01,2025-05-20,USD_SWAP
US651639AM86,1220000.0,106.89,USIG01,2025-05-20,USD_SWAP
US708696BV09,405000.0,105.08,USIG01,2025-05-20,USD_SWAP
US666807BD31,309000.0,94.07,USIG01,2025-05-20,USD_SWAP
US09659DAB29,400000.0,73.04,USIG01,2025-05-20,USD_SWAP
US00913RAE62,1202000.0,74.03,USIG01,2025-05-20,USD_SWAP
US785592AZ90,840000.0,101.79,USIG01,2025-05-20,USD_SWAP
US161175CR30,2175000.0,103.01,USIG01,2025-05-20,USD_SWAP
US12565WAC55,1027000.0,71.69,USIG01,2025-05-20,USD_SWAP
US38141GZN77,2976000.0,74.54,USIG01,2025-05-20,USD_SWAP
US384802AC87,685000.0,77.7,USIG01,2025-05-20,USD_SWAP
US06406YAB83,530000.0,99.91,USIG01,2025-05-20,USD_SWAP
US05634WAB81,650000.0,99.62,USIG01,2025-05-20,USD_SWAP
US817826AF77,1307000.0,64.5,USIG01,2025-05-20,USD_SWAP
US88032WBB19,1130000.0,78.18,USIG01,2025-05-20,USD_SWAP
US713448EM65,816000.0,71.62,USIG01,2025-05-20,USD_SWAP
US91324PCA84,1038000.0,81.08,USIG01,2025-05-20,USD_SWAP
US40053XAB55,455000.0,111.58,USIG01,2025-05-20,USD_SWAP
US632525AW16,1400000.0,66.33,USIG01,2025-05-20,USD_SWAP
US49177JAM45,1235000.0,95.59,USIG01,2025-05-20,USD_SWAP
US05329WAT99,350000.0,98.84,USIG01,2025-05-20,USD_SWAP
US057224AZ09,1805000.0,94.97,USIG01,2025-05-20,USD_SWAP
US278865AM26,610000.0,99.99,USIG01,2025-05-20,USD_SWAP
US427866AW83,625000.0,72.48,USIG01,2025-05-20,USD_SWAP
US98389BAH33,465000.0,105.48,USIG01,2025-05-20,USD_SWAP
US209111FA63,485000.0,101.37,USIG01,2025-05-20,USD_SWAP
US713448DV73,790000.0,81.27,USIG01,2025-05-20,USD_SWAP
US055451AR98,1504000.0,83.48,USIG01,2025-05-20,USD_SWAP
US25468PDN33,845000.0,67.14,USIG01,2025-05-20,USD_SWAP
US144141CY20,610000.0,106.79,USIG01,2025-05-20,USD_SWAP
US09659T2C41,1550000.0,68.36,USIG01,2025-05-20,USD_SWAP
US797440BJ23,320000.0,104.17,USIG01,2025-05-20,USD_SWAP
US87938WAV54,780000.0,89.93,USIG01,2025-05-20,USD_SWAP
US26882PBE16,1316000.0,112.79,USIG01,2025-05-20,USD_SWAP
US744448CG45,698000.0,76.82,USIG01,2025-05-20,USD_SWAP
US260003AG33,420000.0,109.32,USIG01,2025-05-20,USD_SWAP
US92976GAJ04,2195000.0,109.19,USIG01,2025-05-20,USD_SWAP
US641423BZ08,407000.0,97.92,USIG01,2025-05-20,USD_SWAP
US586054AA68,285000.0,93.81,USIG01,2025-05-20,USD_SWAP
US50077LAX47,510000.0,89.39,USIG01,2025-05-20,USD_SWAP
US491674BG15,1205000.0,94.73,USIG01,2025-05-20,USD_SWAP
US05571ABA25,2155000.0,103.51,USIG01,2025-05-20,USD_SWAP
US30251BAC28,395000.0,111.06,USIG01,2025-05-20,USD_SWAP
US13034VAB09,530000.0,85.46,USIG01,2025-05-20,USD_SWAP
US166756AT36,225000.0,105.88,USIG01,2025-05-20,USD_SWAP
US68233JAH77,615000.0,96.31,USIG01,2025-05-20,USD_SWAP
US12189LAK70,1112000.0,86.58,USIG01,2025-05-20,USD_SWAP
US161175CP73,1365000.0,103.45,USIG01,2025-05-20,USD_SWAP
US58013MEN02,851000.0,78.35,USIG01,2025-05-20,USD_SWAP
US428291AP36,475000.0,98.91,USIG01,2025-05-20,USD_SWAP
US404280DS59,2920000.0,113.59,USIG01,2025-05-20,USD_SWAP
US571903BU68,1745000.0,97.92,USIG01,2025-05-20,USD_SWAP
US50066AAD54,460000.0,109.32,USIG01,2025-05-20,USD_SWAP
US03837AAB61,795000.0,92.71,USIG01,2025-05-20,USD_SWAP
US025816DR72,860000.0,102.37,USIG01,2025-05-20,USD_SWAP
US05526DBD66,3668000.0,87.38,USIG01,2025-05-20,USD_SWAP
US737679DC18,335000.0,123.88,USIG01,2025-05-20,USD_SWAP
US039483BE15,495000.0,88.59,USIG01,2025-05-20,USD_SWAP
US58013MER16,880000.0,76.83,USIG01,2025-05-20,USD_SWAP
US254687FM36,3190000.0,62.13,USIG01,2025-05-20,USD_SWAP
US46625HJB78,2741000.0,101.16,USIG01,2025-05-20,USD_SWAP
US126650DP20,165000.0,67.48,USIG01,2025-05-20,USD_SWAP
US833636AP80,490000.0,95.5,USIG01,2025-05-20,USD_SWAP
US57636QAK04,750000.0,80.7,USIG01,2025-05-20,USD_SWAP
US928668CS92,375000.0,98.4,USIG01,2025-05-20,USD_SWAP
US12621EAM57,895000.0,102.63,USIG01,2025-05-20,USD_SWAP
US48126BAA17,1885000.0,99.09,USIG01,2025-05-20,USD_SWAP
US37045VAH33,1220000.0,92.28,USIG01,2025-05-20,USD_SWAP
US20030NAY76,405000.0,109.8,USIG01,2025-05-20,USD_SWAP
US049560AK13,504000.0,99.98,USIG01,2025-05-20,USD_SWAP
US80414L2E48,4522000.0,85.64,USIG01,2025-05-20,USD_SWAP
US87162WAL46,650000.0,99.8,USIG01,2025-05-20,USD_SWAP
US219023AC21,434000.0,108.83,USIG01,2025-05-20,USD_SWAP
US785931AA40,310000.0,100.17,USIG01,2025-05-20,USD_SWAP
US85855CAE03,991000.0,99.47,USIG01,2025-05-20,USD_SWAP
US03718NAC02,415000.0,101.07,USIG01,2025-05-20,USD_SWAP
US743315AQ62,507000.0,77.68,USIG01,2025-05-20,USD_SWAP
US505861AC85,673000.0,112.14,USIG01,2025-05-20,USD_SWAP
US896517AA70,490000.0,72.95,USIG01,2025-05-20,USD_SWAP
US25468PCR55,898000.0,83.84,USIG01,2025-05-20,USD_SWAP
US85771PAL67,1242000.0,81.41,USIG01,2025-05-20,USD_SWAP
US74456QBB14,540000.0,79.59,USIG01,2025-05-20,USD_SWAP
US69351UAS24,530000.0,83.58,USIG01,2025-05-20,USD_SWAP
US82937AAB98,65000.0,108.97,USIG01,2025-05-20,USD_SWAP
US785931AB23,490000.0,97.2,USIG01,2025-05-20,USD_SWAP
US09581JAT34,835000.0,101.03,USIG01,2025-05-20,USD_SWAP
US822582AT91,886000.0,77.59,USIG01,2025-05-20,USD_SWAP
US58933YAJ47,1899000.0,83.99,USIG01,2025-05-20,USD_SWAP
US842400FC28,468000.0,98.15,USIG01,2025-05-20,USD_SWAP
US632525CF64,2065000.0,100.45,USIG01,2025-05-20,USD_SWAP
US58933YAT29,3006000.0,77.73,USIG01,2025-05-20,USD_SWAP
US039483BC58,330000.0,103.39,USIG01,2025-05-20,USD_SWAP
US172967PG03,4055000.0,98.76,USIG01,2025-05-20,USD_SWAP
US037833CH12,1454000.0,85.28,USIG01,2025-05-20,USD_SWAP
US958667AG21,1035000.0,95.51,USIG01,2025-05-20,USD_SWAP
US82620KAM53,1596000.0,71.72,USIG01,2025-05-20,USD_SWAP
US377372AJ68,920000.0,84.63,USIG01,2025-05-20,USD_SWAP
US209111EY58,733000.0,99.32,USIG01,2025-05-20,USD_SWAP
US00206RKD34,1023000.0,70.78,USIG01,2025-05-20,USD_SWAP
US826418BE49,245000.0,109.82,USIG01,2025-05-20,USD_SWAP
US341081FH55,672000.0,79.65,USIG01,2025-05-20,USD_SWAP
US85325C2E16,1525000.0,103.38,USIG01,2025-05-20,USD_SWAP
US56585ABL52,1115000.0,98.14,USIG01,2025-05-20,USD_SWAP
US023135BJ40,5263000.0,82.42,USIG01,2025-05-20,USD_SWAP
US92826CAJ18,1617000.0,76.54,USIG01,2025-05-20,USD_SWAP
US38143YAC75,1183000.0,105.23,USIG01,2025-05-20,USD_SWAP
US59001ABG67,365000.0,97.39,USIG01,2025-05-20,USD_SWAP
US29287TAB52,335000.0,102.09,USIG01,2025-05-20,USD_SWAP
US745332CA21,595000.0,102.14,USIG01,2025-05-20,USD_SWAP
US36143L2S34,415000.0,99.3,USIG01,2025-05-20,USD_SWAP
US373334JS15,744000.0,91.12,USIG01,2025-05-20,USD_SWAP
US210518CZ72,755000.0,71.12,USIG01,2025-05-20,USD_SWAP
US74456QBA31,570000.0,77.89,USIG01,2025-05-20,USD_SWAP
US12189LAJ08,955000.0,87.2,USIG01,2025-05-20,USD_SWAP
US902613AL27,2690000.0,71.84,USIG01,2025-05-20,USD_SWAP
US404280AG49,2125000.0,106.27,USIG01,2025-05-20,USD_SWAP
US740189AH88,415000.0,80.97,USIG01,2025-05-20,USD_SWAP
US595112CH45,725000.0,101.07,USIG01,2025-05-20,USD_SWAP
US78348BAA08,225000.0,102.72,USIG01,2025-05-20,USD_SWAP
US539830BB41,2145000.0,83.12,USIG01,2025-05-20,USD_SWAP
US45115AAC80,760000.0,99.37,USIG01,2025-05-20,USD_SWAP
US341081FD42,660000.0,97.11,USIG01,2025-05-20,USD_SWAP
US478165AG84,875000.0,91.73,USIG01,2025-05-20,USD_SWAP
US548661EE32,1486000.0,68.1,USIG01,2025-05-20,USD_SWAP
US67021CAF41,515000.0,99.48,USIG01,2025-05-20,USD_SWAP
US906548CJ95,575000.0,81.05,USIG01,2025-05-20,USD_SWAP
US06051GMQ90,3370000.0,99.29,USIG01,2025-05-20,USD_SWAP
US169905AH91,885000.0,98.02,USIG01,2025-05-20,USD_SWAP
US72650RBQ48,1350000.0,100.26,USIG01,2025-05-20,USD_SWAP
US682680AN39,715000.0,100.68,USIG01,2025-05-20,USD_SWAP
US30231GAN25,1735000.0,76.08,USIG01,2025-05-20,USD_SWAP
US25468PCP99,559000.0,87.07,USIG01,2025-05-20,USD_SWAP
US639057AP32,1310000.0,103.08,USIG01,2025-05-20,USD_SWAP
US532457BR81,461000.0,81.13,USIG01,2025-05-20,USD_SWAP
US12189LAG68,525000.0,93.87,USIG01,2025-05-20,USD_SWAP
US10112RBJ23,1090000.0,98.23,USIG01,2025-05-20,USD_SWAP
US67077MAF59,732000.0,101.56,USIG01,2025-05-20,USD_SWAP
US816300AJ62,375000.0,99.67,USIG01,2025-05-20,USD_SWAP
US00287YAM12,3784000.0,87.39,USIG01,2025-05-20,USD_SWAP
US38141GXA74,2370000.0,87.66,USIG01,2025-05-20,USD_SWAP
US931142EC31,2525000.0,82.57,USIG01,2025-05-20,USD_SWAP
US06738ECZ60,2360000.0,99.85,USIG01,2025-05-20,USD_SWAP
US136375CK60,1465000.0,70.58,USIG01,2025-05-20,USD_SWAP
US136385AG66,532000.0,99.11,USIG01,2025-05-20,USD_SWAP
US578454AB60,385000.0,79.24,USIG01,2025-05-20,USD_SWAP
US85771PAE25,724000.0,85.57,USIG01,2025-05-20,USD_SWAP
US92826CAF95,4592000.0,86.12,USIG01,2025-05-20,USD_SWAP
US341081FF99,1005000.0,84.11,USIG01,2025-05-20,USD_SWAP
US833636AN33,920000.0,102.51,USIG01,2025-05-20,USD_SWAP
US345397G313,935000.0,96.52,USIG01,2025-05-20,USD_SWAP
US46128MAT80,505000.0,100.25,USIG01,2025-05-20,USD_SWAP
US20825CAQ78,2325000.0,109.86,USIG01,2025-05-20,USD_SWAP
US23345MAD92,230000.0,98.61,USIG01,2025-05-20,USD_SWAP
US720198AF73,407000.0,77.47,USIG01,2025-05-20,USD_SWAP
US20030NAV38,685000.0,112.74,USIG01,2025-05-20,USD_SWAP
US734865AA63,95000.0,95.76,USIG01,2025-05-20,USD_SWAP
US25468PCX24,755000.0,78.66,USIG01,2025-05-20,USD_SWAP
US797440BM51,809000.0,88.51,USIG01,2025-05-20,USD_SWAP
US42809HAC16,1184000.0,105.18,USIG01,2025-05-20,USD_SWAP
US4041A2AF14,641000.0,98.42,USIG01,2025-05-20,USD_SWAP
US22822VAX91,1855000.0,70.1,USIG01,2025-05-20,USD_SWAP
US19416QEK22,897000.0,77.27,USIG01,2025-05-20,USD_SWAP
US913017BP39,865000.0,105.58,USIG01,2025-05-20,USD_SWAP
US012653AE17,965000.0,91.22,USIG01,2025-05-20,USD_SWAP
US39541EAD58,2000000.0,100.47,USIG01,2025-05-20,USD_SWAP
US742718FB02,740000.0,76.37,USIG01,2025-05-20,USD_SWAP
US149123CD18,669000.0,86.21,USIG01,2025-05-20,USD_SWAP
US47233WEJ45,2125000.0,101.01,USIG01,2025-05-20,USD_SWAP
US758750AP89,1825000.0,101.0,USIG01,2025-05-20,USD_SWAP
US963320AZ92,465000.0,89.09,USIG01,2025-05-20,USD_SWAP
US85440KAA25,810000.0,76.47,USIG01,2025-05-20,USD_SWAP
US037833BX70,5794000.0,91.17,USIG01,2025-05-20,USD_SWAP
US38141GYC22,3421000.0,72.92,USIG01,2025-05-20,USD_SWAP
US038222AG04,925000.0,104.63,USIG01,2025-05-20,USD_SWAP
US47103MAB46,360000.0,95.68,USIG01,2025-05-20,USD_SWAP
US21987BAK44,554000.0,98.08,USIG01,2025-05-20,USD_SWAP
US57636QAH74,1010000.0,79.2,USIG01,2025-05-20,USD_SWAP
US911312BV78,882000.0,96.82,USIG01,2025-05-20,USD_SWAP
US976826BE63,485000.0,107.32,USIG01,2025-05-20,USD_SWAP
US200339EX39,450000.0,94.05,USIG01,2025-05-20,USD_SWAP
US30251BAB45,770000.0,110.14,USIG01,2025-05-20,USD_SWAP
US803014AB57,1185000.0,105.11,USIG01,2025-05-20,USD_SWAP
US83007CAE21,1915000.0,96.8,USIG01,2025-05-20,USD_SWAP
US491386AP30,605000.0,106.33,USIG01,2025-05-20,USD_SWAP
US01609WAY84,1435000.0,67.72,USIG01,2025-05-20,USD_SWAP
US745332BW59,235000.0,108.76,USIG01,2025-05-20,USD_SWAP
US222793AA90,605000.0,99.19,USIG01,2025-05-20,USD_SWAP
US03770DAE31,730000.0,100.19,USIG01,2025-05-20,USD_SWAP
US00206RJZ64,3714000.0,76.93,USIG01,2025-05-20,USD_SWAP
US37045XFC56,1110000.0,99.66,USIG01,2025-05-20,USD_SWAP
US00206RHK14,1499000.0,93.01,USIG01,2025-05-20,USD_SWAP
US913903BC31,595000.0,92.73,USIG01,2025-05-20,USD_SWAP
US00652MAH51,150000.0,80.44,USIG01,2025-05-20,USD_SWAP
US74432QBD60,645000.0,110.17,USIG01,2025-05-20,USD_SWAP
US539439AW91,1845000.0,113.29,USIG01,2025-05-20,USD_SWAP
US06654DAG25,505000.0,69.61,USIG01,2025-05-20,USD_SWAP
US50212YAQ70,175000.0,98.94,USIG01,2025-05-20,USD_SWAP
US037833DD98,1535000.0,78.48,USIG01,2025-05-20,USD_SWAP
US713448CQ97,175000.0,85.7,USIG01,2025-05-20,USD_SWAP
US83368RBX98,1825000.0,101.15,USIG01,2025-05-20,USD_SWAP
US58013MEF77,1055000.0,107.62,USIG01,2025-05-20,USD_SWAP
US025816BF52,1515000.0,83.31,USIG01,2025-05-20,USD_SWAP
US65345YAA01,1530000.0,98.28,USIG01,2025-05-20,USD_SWAP
US87264AAX37,3141000.0,87.38,USIG01,2025-05-20,USD_SWAP
US025816EH81,1590000.0,102.13,USIG01,2025-05-20,USD_SWAP
US015271BC21,500000.0,95.66,USIG01,2025-05-20,USD_SWAP
US73102QAA40,1038980.0,103.15,USIG01,2025-05-20,USD_SWAP
US15189WAD20,226000.0,109.64,USIG01,2025-05-20,USD_SWAP
US582839AF31,430000.0,103.78,USIG01,2025-05-20,USD_SWAP
US767201AL06,1861000.0,96.93,USIG01,2025-05-20,USD_SWAP
US92857WBL37,677000.0,94.3,USIG01,2025-05-20,USD_SWAP
US29364WBJ62,430000.0,72.36,USIG01,2025-05-20,USD_SWAP
US172967NF48,1905000.0,69.03,USIG01,2025-05-20,USD_SWAP
US05964HBD61,1893000.0,102.28,USIG01,2025-05-20,USD_SWAP
US66989HAK41,1513000.0,82.36,USIG01,2025-05-20,USD_SWAP
US341099CL11,1238000.0,108.58,USIG01,2025-05-20,USD_SWAP
US38141GA955,3830000.0,102.67,USIG01,2025-05-20,USD_SWAP
US29365TAH77,576000.0,89.06,USIG01,2025-05-20,USD_SWAP
US00206RAG74,745000.0,107.22,USIG01,2025-05-20,USD_SWAP
US49427RAR30,925000.0,75.11,USIG01,2025-05-20,USD_SWAP
US655422AV53,410000.0,102.86,USIG01,2025-05-20,USD_SWAP
US636180BU48,630000.0,100.45,USIG01,2025-05-20,USD_SWAP
US209111EU37,899000.0,112.39,USIG01,2025-05-20,USD_SWAP
US26442TAE73,525000.0,72.38,USIG01,2025-05-20,USD_SWAP
US452308AQ28,760000.0,93.52,USIG01,2025-05-20,USD_SWAP
US85513LAB09,865000.0,92.83,USIG01,2025-05-20,USD_SWAP
US438516BB13,632000.0,99.62,USIG01,2025-05-20,USD_SWAP
US373334JR32,244000.0,99.05,USIG01,2025-05-20,USD_SWAP
US718172AC39,2130000.0,108.39,USIG01,2025-05-20,USD_SWAP
US931142DW04,720000.0,76.89,USIG01,2025-05-20,USD_SWAP
US110122DV75,1900000.0,77.46,USIG01,2025-05-20,USD_SWAP
US585270AC58,990000.0,98.69,USIG01,2025-05-20,USD_SWAP
US037833DG20,1853000.0,78.7,USIG01,2025-05-20,USD_SWAP
US744448BZ35,546000.0,106.4,USIG01,2025-05-20,USD_SWAP
US66989HAH12,2877000.0,87.95,USIG01,2025-05-20,USD_SWAP
US110122AU20,815000.0,73.39,USIG01,2025-05-20,USD_SWAP
US713448DP06,1332000.0,74.59,USIG01,2025-05-20,USD_SWAP
US665772CJ60,641000.0,75.52,USIG01,2025-05-20,USD_SWAP
US361841AT63,875000.0,97.5,USIG01,2025-05-20,USD_SWAP
US89352HAB50,874000.0,100.95,USIG01,2025-05-20,USD_SWAP
US341081FB85,745000.0,105.17,USIG01,2025-05-20,USD_SWAP
US44107TBC99,1025000.0,96.96,USIG01,2025-05-20,USD_SWAP
US740816AM58,946000.0,70.44,USIG01,2025-05-20,USD_SWAP
US437076AU64,750000.0,99.27,USIG01,2025-05-20,USD_SWAP
US278062AE43,1578000.0,84.83,USIG01,2025-05-20,USD_SWAP
US12572QAF28,1231000.0,99.57,USIG01,2025-05-20,USD_SWAP
US91324PBK75,1343000.0,113.23,USIG01,2025-05-20,USD_SWAP
US911312AN61,949000.0,93.43,USIG01,2025-05-20,USD_SWAP
US68666UAA34,1530000.0,100.88,USIG01,2025-05-20,USD_SWAP
US494368BG77,580000.0,98.79,USIG01,2025-05-20,USD_SWAP
US05571AAS42,1645000.0,108.43,USIG01,2025-05-20,USD_SWAP
US74456QAZ90,615000.0,82.11,USIG01,2025-05-20,USD_SWAP
US961214EG45,1423000.0,88.31,USIG01,2025-05-20,USD_SWAP
US29245JAP75,450000.0,99.94,USIG01,2025-05-20,USD_SWAP
US12513GBL23,430000.0,96.91,USIG01,2025-05-20,USD_SWAP
US448579AS18,450000.0,96.39,USIG01,2025-05-20,USD_SWAP
US822582AN22,1610000.0,100.18,USIG01,2025-05-20,USD_SWAP
US097023BK04,463000.0,79.36,USIG01,2025-05-20,USD_SWAP
US961214FW85,2235000.0,98.67,USIG01,2025-05-20,USD_SWAP
US925650AK98,470000.0,98.43,USIG01,2025-05-20,USD_SWAP
US46625HHV50,1995000.0,100.53,USIG01,2025-05-20,USD_SWAP
US92976GAG64,1520000.0,102.12,USIG01,2025-05-20,USD_SWAP
US38141GYK48,2109000.0,69.55,USIG01,2025-05-20,USD_SWAP
US350930AD58,1730000.0,102.93,USIG01,2025-05-20,USD_SWAP
US263901AA85,782000.0,108.45,USIG01,2025-05-20,USD_SWAP
US186108CE42,457000.0,102.91,USIG01,2025-05-20,USD_SWAP
US459200GS40,1155000.0,101.1,USIG01,2025-05-20,USD_SWAP
US42824CAX74,1140000.0,103.53,USIG01,2025-05-20,USD_SWAP
US05571AAY10,1770000.0,100.84,USIG01,2025-05-20,USD_SWAP
US50212YAM66,15000.0,98.19,USIG01,2025-05-20,USD_SWAP
US40440VAK17,55000.0,97.14,USIG01,2025-05-20,USD_SWAP
US404280DX45,2905000.0,104.46,USIG01,2025-05-20,USD_SWAP
US38148YAA64,3829000.0,84.57,USIG01,2025-05-20,USD_SWAP
US302491AX31,815000.0,96.53,USIG01,2025-05-20,USD_SWAP
US341081FG72,1010000.0,83.72,USIG01,2025-05-20,USD_SWAP
US666807BT82,811000.0,95.95,USIG01,2025-05-20,USD_SWAP
US00037BAC63,740000.0,87.8,USIG01,2025-05-20,USD_SWAP
US15189XAM02,683000.0,77.23,USIG01,2025-05-20,USD_SWAP
US92343VGK44,4448000.0,76.28,USIG01,2025-05-20,USD_SWAP
US540424AR93,849000.0,84.66,USIG01,2025-05-20,USD_SWAP
US61747YES00,2740000.0,97.23,USIG01,2025-05-20,USD_SWAP
US92857WAQ33,1325000.0,105.13,USIG01,2025-05-20,USD_SWAP
US94973VAN73,675000.0,107.67,USIG01,2025-05-20,USD_SWAP
US29082HAE27,210000.0,100.89,USIG01,2025-05-20,USD_SWAP
US165167DH73,1185000.0,98.56,USIG01,2025-05-20,USD_SWAP
US361841AS80,615000.0,105.11,USIG01,2025-05-20,USD_SWAP
US341081FC68,770000.0,102.86,USIG01,2025-05-20,USD_SWAP
US11135FBJ93,4424000.0,77.57,USIG01,2025-05-20,USD_SWAP
US94980VAG32,1065000.0,102.65,USIG01,2025-05-20,USD_SWAP
US670346AH87,875000.0,108.39,USIG01,2025-05-20,USD_SWAP
US283677AW22,719000.0,101.4,USIG01,2025-05-20,USD_SWAP
US04020EAH09,1095000.0,98.66,USIG01,2025-05-20,USD_SWAP
US26442CAA27,791000.0,105.02,USIG01,2025-05-20,USD_SWAP
US037833BH21,2956000.0,87.95,USIG01,2025-05-20,USD_SWAP
US03040WAD74,844000.0,110.14,USIG01,2025-05-20,USD_SWAP
US418056BA46,730000.0,100.67,USIG01,2025-05-20,USD_SWAP
US713448EP96,1580000.0,65.32,USIG01,2025-05-20,USD_SWAP
US665772CG22,371000.0,93.23,USIG01,2025-05-20,USD_SWAP
US44107TBB17,835000.0,97.66,USIG01,2025-05-20,USD_SWAP
US00973RAN35,870000.0,93.89,USIG01,2025-05-20,USD_SWAP
US615369AV78,860000.0,68.5,USIG01,2025-05-20,USD_SWAP
US842400FA61,527000.0,96.24,USIG01,2025-05-20,USD_SWAP
US914748AA64,633000.0,73.65,USIG01,2025-05-20,USD_SWAP
US037833CD08,2983000.0,80.61,USIG01,2025-05-20,USD_SWAP
US74730DAE31,5625000.0,73.1,USIG01,2025-05-20,USD_SWAP
US202795HT01,734000.0,109.1,USIG01,2025-05-20,USD_SWAP
US876030AL10,470000.0,97.15,USIG01,2025-05-20,USD_SWAP
US125523AJ93,3268000.0,92.7,USIG01,2025-05-20,USD_SWAP
US50155QAN07,745000.0,102.66,USIG01,2025-05-20,USD_SWAP
US29245JAN28,1160000.0,100.15,USIG01,2025-05-20,USD_SWAP
US927804FE92,717000.0,107.58,USIG01,2025-05-20,USD_SWAP
US87264ABL89,3706000.0,71.87,USIG01,2025-05-20,USD_SWAP
US675553AA99,515000.0,108.83,USIG01,2025-05-20,USD_SWAP
US694308KU01,1090000.0,99.22,USIG01,2025-05-20,USD_SWAP
US92343VDR24,1875000.0,92.82,USIG01,2025-05-20,USD_SWAP
US494368BL62,465000.0,79.35,USIG01,2025-05-20,USD_SWAP
US452308AR01,1680000.0,82.05,USIG01,2025-05-20,USD_SWAP
US38143VAA70,1405000.0,102.64,USIG01,2025-05-20,USD_SWAP
US74456QAV86,435000.0,100.92,USIG01,2025-05-20,USD_SWAP
US595112CE14,680000.0,99.57,USIG01,2025-05-20,USD_SWAP
US19416QEJ58,1041000.0,82.89,USIG01,2025-05-20,USD_SWAP
US7591EPAV24,960000.0,97.72,USIG01,2025-05-20,USD_SWAP
US58013MEH34,651000.0,102.31,USIG01,2025-05-20,USD_SWAP
US09031WAE30,1160000.0,97.08,USIG01,2025-05-20,USD_SWAP
US37045XFA90,1105000.0,96.48,USIG01,2025-05-20,USD_SWAP
US61772BAC72,3139000.0,73.86,USIG01,2025-05-20,USD_SWAP
US17327CAR43,4310000.0,101.79,USIG01,2025-05-20,USD_SWAP
US85771PAC68,1008000.0,96.25,USIG01,2025-05-20,USD_SWAP
US37045XEV47,1917000.0,99.93,USIG01,2025-05-20,USD_SWAP
US87612GAM33,1375000.0,98.16,USIG01,2025-05-20,USD_SWAP
US92840VAS16,565000.0,100.35,USIG01,2025-05-20,USD_SWAP
US225401BB38,3010000.0,121.74,USIG01,2025-05-20,USD_SWAP
US845743BL61,406000.0,103.44,USIG01,2025-05-20,USD_SWAP
US26442CAE49,762000.0,105.44,USIG01,2025-05-20,USD_SWAP
US641423BU11,430000.0,111.0,USIG01,2025-05-20,USD_SWAP
US837004CB48,831000.0,105.28,USIG01,2025-05-20,USD_SWAP
US05463HAC51,607000.0,93.92,USIG01,2025-05-20,USD_SWAP
US06051GJW06,5003000.0,75.01,USIG01,2025-05-20,USD_SWAP
US91324PEE88,2320000.0,72.44,USIG01,2025-05-20,USD_SWAP
US05964HAV78,2990000.0,106.07,USIG01,2025-05-20,USD_SWAP
US589331AS67,757000.0,78.42,USIG01,2025-05-20,USD_SWAP
US007944AK75,225000.0,99.24,USIG01,2025-05-20,USD_SWAP
